category,sale_date,daily_qty,rolling_30day_avg
Furniture,2013-05-14,28,21.40
Furniture,2013-05-15,35,21.03
Furniture,2013-05-16,43,22.40
Furniture,2013-05-17,48,23.53
Furniture,2013-05-18,10,23.40
Furniture,2013-05-20,25,23.73
Furniture,2013-05-21,25,24.33
Furniture,2013-05-22,21,24.47
Furniture,2013-05-23,16,23.87
Furniture,2013-05-24,49,24.50
Furniture,2013-05-25,11,24.63
Furniture,2013-05-26,4,24.50
Furniture,2013-05-27,27,24.80
Furniture,2013-05-28,34,25.43
Furniture,2013-05-29,27,24.97
Furniture,2013-05-30,8,24.67
Furniture,2013-05-31,51,26.17
Furniture,2013-06-01,28,26.43
Furniture,2013-06-03,24,26.57
Furniture,2013-06-04,44,26.83
Furniture,2013-06-05,42,27.83
Furniture,2013-06-06,27,27.67
Furniture,2013-06-07,34,27.97
Furniture,2013-06-08,45,28.80
Furniture,2013-06-09,4,27.60
Furniture,2013-06-10,45,27.77
Furniture,2013-06-11,46,28.83
Furniture,2013-06-12,48,29.50
Furniture,2013-06-13,47,30.43
Furniture,2013-06-14,41,31.23
Furniture,2013-06-15,38,31.57
Furniture,2013-06-17,52,32.13
Furniture,2013-06-18,48,32.30
Furniture,2013-06-19,18,31.30
Furniture,2013-06-20,4,31.10
Furniture,2013-06-21,35,31.43
Furniture,2013-06-22,6,30.80
Furniture,2013-06-23,3,30.20
Furniture,2013-06-24,38,30.93
Furniture,2013-06-25,40,30.63
Furniture,2013-06-26,84,33.07
Furniture,2013-06-27,62,35.00
Furniture,2013-06-28,38,35.37
Furniture,2013-06-29,10,34.57
Furniture,2013-06-30,12,34.07
Furniture,2013-07-01,17,34.37
Furniture,2013-07-02,25,33.50
Furniture,2013-07-03,28,33.50
Furniture,2013-07-04,15,33.20
Furniture,2013-07-05,27,32.63
Furniture,2013-07-06,22,31.97
Furniture,2013-07-08,49,32.70
Furniture,2013-07-09,13,32.00
Furniture,2013-07-10,14,30.97
Furniture,2013-07-11,35,32.00
Furniture,2013-07-12,44,31.97
Furniture,2013-07-13,10,30.77
Furniture,2013-07-14,8,29.43
Furniture,2013-07-15,34,29.00
Furniture,2013-07-16,11,28.00
Furniture,2013-07-17,25,27.57
Furniture,2013-07-18,10,26.17
Furniture,2013-07-19,16,25.10
Furniture,2013-07-20,24,25.30
Furniture,2013-07-22,47,26.73
Furniture,2013-07-23,44,27.03
Furniture,2013-07-24,14,27.30
Furniture,2013-07-25,49,28.83
Furniture,2013-07-26,35,28.73
Furniture,2013-07-27,8,27.67
Furniture,2013-07-28,2,24.93
Furniture,2013-07-29,18,23.47
Furniture,2013-07-30,5,22.37
Furniture,2013-07-31,8,22.30
Furniture,2013-08-01,57,23.80
Furniture,2013-08-02,20,23.90
Furniture,2013-08-03,14,23.53
Furniture,2013-08-04,19,23.23
Furniture,2013-08-05,22,23.47
Furniture,2013-08-06,19,23.20
Furniture,2013-08-07,37,23.70
Furniture,2013-08-08,27,22.97
Furniture,2013-08-09,28,23.47
Furniture,2013-08-10,23,23.77
Furniture,2013-08-12,27,23.50
Furniture,2013-08-13,48,23.63
Furniture,2013-08-14,17,23.87
Furniture,2013-08-15,74,26.07
Furniture,2013-08-16,66,27.13
Furniture,2013-08-17,7,27.00
Furniture,2013-08-19,57,28.07
Furniture,2013-08-20,18,28.33
Furniture,2013-08-21,35,28.97
Furniture,2013-08-22,50,29.83
Furniture,2013-08-23,24,29.07
Furniture,2013-08-24,36,28.80
Furniture,2013-08-26,14,28.80
Furniture,2013-08-27,55,29.00
Furniture,2013-08-28,28,28.77
Furniture,2013-08-29,30,29.50
Furniture,2013-08-30,20,30.10
Furniture,2013-08-31,14,29.97
Furniture,2013-09-01,1,29.83
Furniture,2013-09-02,27,30.47
Furniture,2013-09-03,64,30.70
Furniture,2013-09-04,38,31.30
Furniture,2013-09-05,34,31.97
Furniture,2013-09-06,56,33.20
Furniture,2013-09-07,8,32.73
Furniture,2013-09-08,3,32.20
Furniture,2013-09-09,35,32.13
Furniture,2013-09-10,49,32.87
Furniture,2013-09-11,44,33.40
Furniture,2013-09-12,52,34.37
Furniture,2013-09-13,45,34.97
Furniture,2013-09-14,60,35.37
Furniture,2013-09-15,8,35.07
Furniture,2013-09-16,30,33.60
Furniture,2013-09-17,54,33.20
Furniture,2013-09-18,30,33.97
Furniture,2013-09-19,77,34.63
Furniture,2013-09-20,76,36.57
Furniture,2013-09-21,36,36.60
Furniture,2013-09-23,24,35.73
Furniture,2013-09-24,36,36.13
Furniture,2013-09-25,70,37.27
Furniture,2013-09-26,47,38.37
Furniture,2013-09-27,42,37.93
Furniture,2013-09-28,32,38.07
Furniture,2013-09-29,6,37.27
Furniture,2013-09-30,85,39.43
Furniture,2013-10-01,13,39.40
Furniture,2013-10-02,42,40.77
Furniture,2013-10-03,9,40.17
Furniture,2013-10-04,55,39.87
Furniture,2013-10-05,36,39.80
Furniture,2013-10-07,27,39.57
Furniture,2013-10-08,23,38.47
Furniture,2013-10-09,47,39.77
Furniture,2013-10-10,23,40.43
Furniture,2013-10-11,31,40.30
Furniture,2013-10-12,5,38.83
Furniture,2013-10-13,6,37.57
Furniture,2013-10-14,76,38.37
Furniture,2013-10-15,37,38.10
Furniture,2013-10-16,35,37.27
Furniture,2013-10-17,29,37.97
Furniture,2013-10-18,29,37.93
Furniture,2013-10-19,21,36.83
Furniture,2013-10-21,31,36.87
Furniture,2013-10-22,37,35.53
Furniture,2013-10-23,60,35.00
Furniture,2013-10-24,20,34.47
Furniture,2013-10-25,17,34.23
Furniture,2013-10-27,4,33.17
Furniture,2013-10-28,28,31.77
Furniture,2013-10-29,45,31.70
Furniture,2013-10-30,32,31.37
Furniture,2013-10-31,48,31.90
Furniture,2013-11-01,47,33.27
Furniture,2013-11-02,13,30.87
Furniture,2013-11-04,52,32.17
Furniture,2013-11-05,61,32.80
Furniture,2013-11-06,48,34.10
Furniture,2013-11-07,50,33.93
Furniture,2013-11-08,28,33.67
Furniture,2013-11-09,27,33.67
Furniture,2013-11-11,62,34.97
Furniture,2013-11-12,35,34.57
Furniture,2013-11-13,68,36.07
Furniture,2013-11-14,21,35.73
Furniture,2013-11-15,51,37.27
Furniture,2013-11-16,20,37.73
Furniture,2013-11-17,6,35.40
Furniture,2013-11-18,60,36.17
Furniture,2013-11-19,36,36.20
Furniture,2013-11-20,21,35.93
Furniture,2013-11-21,26,35.83
Furniture,2013-11-22,39,36.43
Furniture,2013-11-23,27,36.30
Furniture,2013-11-24,11,35.43
Furniture,2013-11-25,54,35.23
Furniture,2013-11-26,50,36.23
Furniture,2013-11-27,33,36.77
Furniture,2013-11-28,75,39.13
Furniture,2013-11-29,41,39.57
Furniture,2013-11-30,22,38.80
Furniture,2013-12-01,3,37.83
Furniture,2013-12-02,51,37.93
Furniture,2013-12-03,82,39.10
Furniture,2013-12-04,51,40.37
Furniture,2013-12-05,29,39.60
Furniture,2013-12-06,45,39.07
Furniture,2013-12-07,3,37.57
Furniture,2013-12-08,3,36.00
Furniture,2013-12-09,53,36.83
Furniture,2013-12-10,75,38.43
Furniture,2013-12-11,66,38.57
Furniture,2013-12-12,73,39.83
Furniture,2013-12-13,42,38.97
Furniture,2013-12-14,19,38.90
Furniture,2013-12-15,15,37.70
Furniture,2013-12-16,38,38.30
Furniture,2013-12-17,27,39.00
Furniture,2013-12-18,64,39.13
Furniture,2013-12-19,47,39.50
Furniture,2013-12-20,78,41.40
Furniture,2013-12-21,23,41.30
Furniture,2013-12-23,61,42.03
Furniture,2013-12-24,36,42.33
Furniture,2013-12-25,38,43.23
Furniture,2013-12-26,70,43.77
Furniture,2013-12-27,40,43.43
Furniture,2013-12-28,26,43.20
Furniture,2013-12-30,47,42.27
Furniture,2013-12-31,17,41.47
Furniture,2014-01-01,1,40.77
Furniture,2014-01-02,25,41.50
Furniture,2014-01-03,29,40.77
Furniture,2014-01-04,10,38.37
Furniture,2014-01-06,29,37.63
Furniture,2014-01-07,5,36.83
Furniture,2014-01-08,24,36.13
Furniture,2014-01-09,37,37.27
Furniture,2014-01-10,1,37.20
Furniture,2014-01-11,11,35.80
Furniture,2014-01-13,13,33.73
Furniture,2014-01-14,28,32.47
Furniture,2014-01-15,19,30.67
Furniture,2014-01-16,22,30.00
Furniture,2014-01-17,40,30.70
Furniture,2014-01-18,22,30.93
Furniture,2014-01-20,16,30.20
Furniture,2014-01-21,19,29.93
Furniture,2014-01-22,27,28.70
Furniture,2014-01-23,8,27.40
Furniture,2014-01-24,19,25.43
Furniture,2014-01-25,15,25.17
Furniture,2014-01-26,9,23.43
Furniture,2014-01-27,5,22.40
Furniture,2014-01-28,43,22.57
Furniture,2014-01-29,28,21.17
Furniture,2014-01-30,17,20.40
Furniture,2014-01-31,38,20.80
Furniture,2014-02-03,8,19.50
Furniture,2014-02-04,27,19.83
Furniture,2014-02-05,13,20.23
Furniture,2014-02-06,20,20.07
Furniture,2014-02-07,25,19.93
Furniture,2014-02-10,34,20.73
Furniture,2014-02-11,25,20.60
Furniture,2014-02-12,21,21.13
Furniture,2014-02-13,33,21.43
Furniture,2014-02-14,36,21.40
Furniture,2014-02-15,23,22.13
Furniture,2014-02-17,32,22.83
Furniture,2014-02-18,27,23.30
Furniture,2014-02-19,20,23.03
Furniture,2014-02-20,21,23.10
Furniture,2014-02-21,41,23.73
Furniture,2014-02-22,2,22.47
Furniture,2014-02-23,1,21.77
Furniture,2014-02-24,14,21.70
Furniture,2014-02-25,6,21.27
Furniture,2014-02-26,21,21.07
Furniture,2014-02-27,9,21.10
Furniture,2014-02-28,18,21.07
Furniture,2014-03-01,5,20.73
Furniture,2014-03-03,9,20.73
Furniture,2014-03-04,29,21.53
Furniture,2014-03-05,40,21.43
Furniture,2014-03-06,27,21.40
Furniture,2014-03-07,17,21.40
Furniture,2014-03-08,18,20.73
Furniture,2014-03-10,5,20.63
Furniture,2014-03-11,52,21.47
Furniture,2014-03-12,44,22.50
Furniture,2014-03-13,24,22.63
Furniture,2014-03-14,45,23.30
Furniture,2014-03-15,31,23.20
Furniture,2014-03-17,37,23.60
Furniture,2014-03-18,26,23.77
Furniture,2014-03-19,32,23.73
Furniture,2014-03-20,27,23.43
Furniture,2014-03-21,18,23.27
Furniture,2014-03-22,41,23.57
Furniture,2014-03-24,39,23.97
Furniture,2014-03-25,29,24.27
Furniture,2014-03-26,21,24.27
Furniture,2014-03-27,40,24.23
Furniture,2014-03-28,35,25.33
Furniture,2014-03-29,8,25.57
Furniture,2014-03-31,41,26.47
Furniture,2014-04-01,22,27.00
Furniture,2014-04-02,34,27.43
Furniture,2014-04-03,28,28.07
Furniture,2014-04-04,13,27.90
Furniture,2014-04-05,2,27.80
Furniture,2014-04-06,2,27.57
Furniture,2014-04-07,28,27.53
Furniture,2014-04-08,35,27.37
Furniture,2014-04-09,38,27.73
Furniture,2014-04-10,18,27.77
Furniture,2014-04-11,31,28.20
Furniture,2014-04-12,5,28.20
Furniture,2014-04-13,3,26.57
Furniture,2014-04-14,20,25.77
Furniture,2014-04-15,51,26.67
Furniture,2014-04-16,32,26.23
Furniture,2014-04-17,29,26.17
Furniture,2014-04-18,27,25.83
Furniture,2014-04-19,14,25.43
Furniture,2014-04-20,2,24.43
Furniture,2014-04-21,59,25.50
Furniture,2014-04-22,26,25.77
Furniture,2014-04-23,25,25.23
Furniture,2014-04-24,52,25.67
Furniture,2014-04-25,11,25.07
Furniture,2014-04-26,35,25.53
Furniture,2014-04-27,1,24.23
Furniture,2014-04-28,52,24.80
Furniture,2014-04-29,13,24.97
Furniture,2014-04-30,24,24.40
Furniture,2014-05-01,53,25.43
Furniture,2014-05-02,27,25.20
Furniture,2014-05-03,3,24.37
Furniture,2014-05-04,7,24.17
Furniture,2014-05-05,23,24.87
Furniture,2014-05-06,15,25.30
Furniture,2014-05-07,39,25.67
Furniture,2014-05-08,82,27.23
Furniture,2014-05-09,45,27.47
Furniture,2014-05-10,12,27.27
Furniture,2014-05-11,3,26.33
Furniture,2014-05-12,19,26.80
Furniture,2014-05-13,42,28.10
Furniture,2014-05-14,15,27.93
Furniture,2014-05-15,33,27.33
Furniture,2014-05-16,60,28.27
Furniture,2014-05-17,8,27.57
Furniture,2014-05-19,48,28.27
Furniture,2014-05-20,29,28.77
Furniture,2014-05-21,33,29.80
Furniture,2014-05-22,15,28.33
Furniture,2014-05-23,22,28.20
Furniture,2014-05-24,22,28.10
Furniture,2014-05-25,6,26.57
Furniture,2014-05-26,52,27.93
Furniture,2014-05-27,29,27.73
Furniture,2014-05-28,23,28.47
Furniture,2014-05-29,44,28.20
Furniture,2014-05-30,22,28.50
Furniture,2014-05-31,26,28.57
Furniture,2014-06-01,8,27.07
Furniture,2014-06-02,39,27.47
Furniture,2014-06-03,31,28.40
Furniture,2014-06-04,46,29.70
Furniture,2014-06-05,20,29.60
Furniture,2014-06-06,50,30.77
Furniture,2014-06-07,9,29.77
Furniture,2014-06-09,45,28.53
Furniture,2014-06-10,46,28.57
Furniture,2014-06-11,58,30.10
Furniture,2014-06-12,32,31.07
Furniture,2014-06-13,49,32.07
Furniture,2014-06-14,32,31.73
Furniture,2014-06-16,36,32.43
Furniture,2014-06-17,39,32.63
Furniture,2014-06-18,65,32.80
Furniture,2014-06-19,38,33.80
Furniture,2014-06-20,44,33.67
Furniture,2014-06-21,28,33.63
Furniture,2014-06-22,5,32.70
Furniture,2014-06-23,75,34.70
Furniture,2014-06-24,69,36.27
Furniture,2014-06-25,47,37.10
Furniture,2014-06-26,49,38.53
Furniture,2014-06-27,47,38.37
Furniture,2014-06-28,13,37.83
Furniture,2014-06-29,3,37.17
Furniture,2014-06-30,57,37.60
Furniture,2014-07-01,22,37.60
Furniture,2014-07-02,28,37.67
Furniture,2014-07-03,25,38.23
Furniture,2014-07-04,43,38.37
Furniture,2014-07-05,25,38.17
Furniture,2014-07-06,10,36.97
Furniture,2014-07-07,22,37.03
Furniture,2014-07-08,13,35.80
Furniture,2014-07-09,47,37.07
Furniture,2014-07-10,33,36.67
Furniture,2014-07-11,23,35.90
Furniture,2014-07-12,18,34.57
Furniture,2014-07-14,29,34.47
Furniture,2014-07-15,11,33.20
Furniture,2014-07-16,26,33.00
Furniture,2014-07-17,14,32.27
Furniture,2014-07-18,34,32.10
Furniture,2014-07-19,32,31.00
Furniture,2014-07-21,43,31.17
Furniture,2014-07-22,35,30.87
Furniture,2014-07-23,14,30.40
Furniture,2014-07-24,32,31.30
Furniture,2014-07-25,5,28.97
Furniture,2014-07-26,45,28.17
Furniture,2014-07-27,5,26.77
Furniture,2014-07-28,19,25.77
Furniture,2014-07-29,9,24.50
Furniture,2014-07-30,44,25.53
Furniture,2014-07-31,21,26.13
Furniture,2014-08-01,29,25.20
Furniture,2014-08-02,28,25.40
Furniture,2014-08-04,43,25.90
Furniture,2014-08-05,21,25.77
Furniture,2014-08-06,27,25.23
Furniture,2014-08-07,62,26.47
Furniture,2014-08-08,47,27.70
Furniture,2014-08-09,15,27.47
Furniture,2014-08-11,14,27.50
Furniture,2014-08-12,18,26.53
Furniture,2014-08-13,50,27.10
Furniture,2014-08-14,28,27.27
Furniture,2014-08-15,29,27.63
Furniture,2014-08-16,36,27.87
Furniture,2014-08-17,3,27.60
Furniture,2014-08-18,43,28.17
Furniture,2014-08-19,43,29.13
Furniture,2014-08-20,38,29.27
Furniture,2014-08-21,38,29.47
Furniture,2014-08-22,102,31.43
Furniture,2014-08-23,10,30.60
Furniture,2014-08-24,2,30.20
Furniture,2014-08-25,12,29.53
Furniture,2014-08-26,62,31.43
Furniture,2014-08-27,27,30.83
Furniture,2014-08-28,49,32.30
Furniture,2014-08-29,54,33.47
Furniture,2014-08-30,30,34.17
Furniture,2014-09-01,25,33.53
Furniture,2014-09-02,56,34.70
Furniture,2014-09-03,79,36.37
Furniture,2014-09-04,65,37.60
Furniture,2014-09-05,61,38.20
Furniture,2014-09-06,25,38.33
Furniture,2014-09-07,3,37.53
Furniture,2014-09-08,73,37.90
Furniture,2014-09-09,36,37.53
Furniture,2014-09-10,25,37.87
Furniture,2014-09-11,47,38.97
Furniture,2014-09-12,91,41.40
Furniture,2014-09-13,39,41.03
Furniture,2014-09-14,4,40.23
Furniture,2014-09-15,63,41.37
Furniture,2014-09-16,60,42.17
Furniture,2014-09-17,95,45.23
Furniture,2014-09-18,60,45.80
Furniture,2014-09-19,30,45.37
Furniture,2014-09-20,23,44.87
Furniture,2014-09-21,20,44.27
Furniture,2014-09-22,18,41.47
Furniture,2014-09-23,66,43.33
Furniture,2014-09-24,48,44.87
Furniture,2014-09-25,40,45.80
Furniture,2014-09-26,87,46.63
Furniture,2014-09-27,31,46.77
Furniture,2014-09-28,15,45.63
Furniture,2014-09-29,40,45.17
Furniture,2014-09-30,57,46.07
Furniture,2014-10-01,21,45.93
Furniture,2014-10-02,51,45.77
Furniture,2014-10-03,66,45.33
Furniture,2014-10-04,23,43.93
Furniture,2014-10-05,5,42.07
Furniture,2014-10-06,47,42.80
Furniture,2014-10-07,72,45.10
Furniture,2014-10-08,29,43.63
Furniture,2014-10-09,43,43.87
Furniture,2014-10-10,58,44.97
Furniture,2014-10-11,25,44.23
Furniture,2014-10-12,16,41.73
Furniture,2014-10-13,40,41.77
Furniture,2014-10-14,32,42.70
Furniture,2014-10-15,29,41.57
Furniture,2014-10-16,40,40.90
Furniture,2014-10-17,77,40.30
Furniture,2014-10-18,12,38.70
Furniture,2014-10-19,9,38.00
Furniture,2014-10-20,36,38.43
Furniture,2014-10-21,33,38.87
Furniture,2014-10-22,29,39.23
Furniture,2014-10-23,32,38.10
Furniture,2014-10-24,61,38.53
Furniture,2014-10-25,29,38.17
Furniture,2014-10-27,31,36.30
Furniture,2014-10-28,54,37.07
Furniture,2014-10-29,60,38.57
Furniture,2014-10-30,25,38.07
Furniture,2014-10-31,78,38.77
Furniture,2014-11-01,7,38.30
Furniture,2014-11-02,14,37.07
Furniture,2014-11-03,38,36.13
Furniture,2014-11-04,79,38.00
Furniture,2014-11-05,48,39.43
Furniture,2014-11-06,58,39.80
Furniture,2014-11-07,72,39.80
Furniture,2014-11-08,46,40.37
Furniture,2014-11-09,10,39.27
Furniture,2014-11-10,56,39.20
Furniture,2014-11-11,38,39.63
Furniture,2014-11-12,61,41.13
Furniture,2014-11-13,54,41.60
Furniture,2014-11-14,59,42.50
Furniture,2014-11-15,11,41.90
Furniture,2014-11-16,24,41.37
Furniture,2014-11-17,72,41.20
Furniture,2014-11-18,60,42.80
Furniture,2014-11-19,69,44.80
Furniture,2014-11-20,92,46.67
Furniture,2014-11-21,72,47.97
Furniture,2014-11-22,37,48.23
Furniture,2014-11-23,6,47.37
Furniture,2014-11-24,38,46.60
Furniture,2014-11-25,65,47.80
Furniture,2014-11-26,56,48.63
Furniture,2014-11-27,66,49.03
Furniture,2014-11-28,77,49.60
Furniture,2014-11-29,45,50.27
Furniture,2014-11-30,23,48.43
Furniture,2014-12-01,46,49.73
Furniture,2014-12-02,59,51.23
Furniture,2014-12-03,78,52.57
Furniture,2014-12-04,69,52.23
Furniture,2014-12-05,48,52.23
Furniture,2014-12-06,20,50.97
Furniture,2014-12-07,5,48.73
Furniture,2014-12-08,36,48.40
Furniture,2014-12-09,91,51.10
Furniture,2014-12-10,88,52.17
Furniture,2014-12-11,72,53.30
Furniture,2014-12-12,57,53.17
Furniture,2014-12-13,27,52.27
Furniture,2014-12-14,15,50.80
Furniture,2014-12-15,81,53.13
Furniture,2014-12-16,39,53.63
Furniture,2014-12-17,45,52.73
Furniture,2014-12-18,69,53.03
Furniture,2014-12-19,42,52.13
Furniture,2014-12-20,42,50.47
Furniture,2014-12-22,26,48.93
Furniture,2014-12-23,70,50.03
Furniture,2014-12-24,37,51.07
Furniture,2014-12-25,62,51.87
Furniture,2014-12-26,69,52.00
Furniture,2014-12-27,24,50.93
Furniture,2014-12-28,4,48.87
Furniture,2014-12-29,100,49.63
Furniture,2014-12-30,80,50.80
Furniture,2014-12-31,34,51.17
"Office Supplies",2011-01-01,14,14.00
"Office Supplies",2011-01-03,21,17.50
"Office Supplies",2011-01-04,37,24.00
"Office Supplies",2011-01-05,23,23.75
"Office Supplies",2011-01-06,19,22.80
"Office Supplies",2011-01-07,38,25.33
"Office Supplies",2011-01-08,24,25.14
"Office Supplies",2011-01-09,20,24.50
"Office Supplies",2011-01-10,46,26.89
"Office Supplies",2011-01-11,41,28.30
"Office Supplies",2011-01-12,19,27.45
"Office Supplies",2011-01-13,29,27.58
"Office Supplies",2011-01-14,97,32.92
"Office Supplies",2011-01-15,25,32.36
"Office Supplies",2011-01-17,37,32.67
"Office Supplies",2011-01-18,17,31.69
"Office Supplies",2011-01-19,28,31.47
"Office Supplies",2011-01-20,35,31.67
"Office Supplies",2011-01-21,63,33.32
"Office Supplies",2011-01-22,28,33.05
"Office Supplies",2011-01-23,10,31.95
"Office Supplies",2011-01-24,62,33.32
"Office Supplies",2011-01-25,41,33.65
"Office Supplies",2011-01-26,78,35.50
"Office Supplies",2011-01-27,59,36.44
"Office Supplies",2011-01-28,16,35.65
"Office Supplies",2011-01-29,2,34.41
"Office Supplies",2011-01-30,15,33.71
"Office Supplies",2011-01-31,53,34.38
"Office Supplies",2011-02-01,42,34.63
"Office Supplies",2011-02-02,34,35.30
"Office Supplies",2011-02-03,17,35.17
"Office Supplies",2011-02-04,28,34.87
"Office Supplies",2011-02-05,10,34.43
"Office Supplies",2011-02-06,1,33.83
"Office Supplies",2011-02-07,30,33.57
"Office Supplies",2011-02-08,28,33.70
"Office Supplies",2011-02-09,45,34.53
"Office Supplies",2011-02-10,64,35.13
"Office Supplies",2011-02-11,12,34.17
"Office Supplies",2011-02-12,16,34.07
"Office Supplies",2011-02-14,43,34.53
"Office Supplies",2011-02-15,39,32.60
"Office Supplies",2011-02-16,28,32.70
"Office Supplies",2011-02-17,19,32.10
"Office Supplies",2011-02-18,45,33.03
"Office Supplies",2011-02-19,5,32.27
"Office Supplies",2011-02-21,41,32.47
"Office Supplies",2011-02-22,40,31.70
"Office Supplies",2011-02-23,13,31.20
"Office Supplies",2011-02-24,32,31.93
"Office Supplies",2011-02-25,32,30.93
"Office Supplies",2011-02-26,16,30.10
"Office Supplies",2011-02-28,15,28.00
"Office Supplies",2011-03-01,105,29.53
"Office Supplies",2011-03-02,21,29.70
"Office Supplies",2011-03-03,48,31.23
"Office Supplies",2011-03-04,19,31.37
"Office Supplies",2011-03-05,17,30.17
"Office Supplies",2011-03-06,7,29.00
"Office Supplies",2011-03-07,36,29.07
"Office Supplies",2011-03-08,41,29.87
"Office Supplies",2011-03-09,20,29.60
"Office Supplies",2011-03-10,19,29.90
"Office Supplies",2011-03-11,64,32.00
"Office Supplies",2011-03-12,23,31.77
"Office Supplies",2011-03-14,54,32.63
"Office Supplies",2011-03-15,44,32.60
"Office Supplies",2011-03-16,25,31.30
"Office Supplies",2011-03-17,80,33.57
"Office Supplies",2011-03-18,50,34.70
"Office Supplies",2011-03-19,12,33.67
"Office Supplies",2011-03-21,85,35.20
"Office Supplies",2011-03-22,38,35.53
"Office Supplies",2011-03-23,36,36.10
"Office Supplies",2011-03-24,32,35.67
"Office Supplies",2011-03-25,51,37.20
"Office Supplies",2011-03-26,25,36.67
"Office Supplies",2011-03-27,3,35.43
"Office Supplies",2011-03-28,53,36.77
"Office Supplies",2011-03-29,13,36.13
"Office Supplies",2011-03-30,68,37.33
"Office Supplies",2011-03-31,47,38.37
"Office Supplies",2011-04-01,62,39.93
"Office Supplies",2011-04-02,47,38.00
"Office Supplies",2011-04-03,17,37.87
"Office Supplies",2011-04-04,74,38.73
"Office Supplies",2011-04-05,114,41.90
"Office Supplies",2011-04-06,48,42.93
"Office Supplies",2011-04-07,51,44.40
"Office Supplies",2011-04-08,28,44.13
"Office Supplies",2011-04-09,17,43.33
"Office Supplies",2011-04-11,47,44.23
"Office Supplies",2011-04-12,42,45.00
"Office Supplies",2011-04-13,73,45.30
"Office Supplies",2011-04-14,76,47.07
"Office Supplies",2011-04-15,37,46.50
"Office Supplies",2011-04-16,35,46.20
"Office Supplies",2011-04-18,78,47.97
"Office Supplies",2011-04-19,38,46.57
"Office Supplies",2011-04-20,29,45.87
"Office Supplies",2011-04-21,39,46.77
"Office Supplies",2011-04-22,70,46.27
"Office Supplies",2011-04-23,16,45.53
"Office Supplies",2011-04-24,14,44.80
"Office Supplies",2011-04-25,37,44.97
"Office Supplies",2011-04-26,32,44.33
"Office Supplies",2011-04-27,53,45.27
"Office Supplies",2011-04-28,65,47.33
"Office Supplies",2011-04-29,46,47.10
"Office Supplies",2011-04-30,10,47.00
"Office Supplies",2011-05-02,39,46.03
"Office Supplies",2011-05-03,74,46.93
"Office Supplies",2011-05-04,54,46.67
"Office Supplies",2011-05-05,33,46.20
"Office Supplies",2011-05-06,57,47.53
"Office Supplies",2011-05-07,15,45.57
"Office Supplies",2011-05-09,42,43.17
"Office Supplies",2011-05-10,83,44.33
"Office Supplies",2011-05-11,48,44.23
"Office Supplies",2011-05-12,48,44.90
"Office Supplies",2011-05-13,32,45.40
"Office Supplies",2011-05-14,12,44.23
"Office Supplies",2011-05-16,22,43.57
"Office Supplies",2011-05-17,21,41.83
"Office Supplies",2011-05-18,63,41.40
"Office Supplies",2011-05-19,53,41.93
"Office Supplies",2011-05-20,42,42.17
"Office Supplies",2011-05-21,102,42.97
"Office Supplies",2011-05-22,4,41.83
"Office Supplies",2011-05-23,51,42.57
"Office Supplies",2011-05-24,53,43.03
"Office Supplies",2011-05-25,21,41.40
"Office Supplies",2011-05-26,66,43.07
"Office Supplies",2011-05-27,68,44.87
"Office Supplies",2011-05-28,4,43.77
"Office Supplies",2011-05-30,46,44.23
"Office Supplies",2011-05-31,31,43.50
"Office Supplies",2011-06-01,84,44.13
"Office Supplies",2011-06-02,73,45.03
"Office Supplies",2011-06-03,88,47.63
"Office Supplies",2011-06-04,32,47.40
"Office Supplies",2011-06-05,5,45.10
"Office Supplies",2011-06-06,126,47.50
"Office Supplies",2011-06-07,136,50.93
"Office Supplies",2011-06-08,56,50.90
"Office Supplies",2011-06-09,92,53.47
"Office Supplies",2011-06-10,53,53.83
"Office Supplies",2011-06-11,30,52.07
"Office Supplies",2011-06-13,82,53.20
"Office Supplies",2011-06-14,47,53.17
"Office Supplies",2011-06-15,66,54.30
"Office Supplies",2011-06-16,29,54.87
"Office Supplies",2011-06-17,83,56.90
"Office Supplies",2011-06-18,27,57.10
"Office Supplies",2011-06-19,2,55.07
"Office Supplies",2011-06-20,99,56.60
"Office Supplies",2011-06-21,76,57.73
"Office Supplies",2011-06-22,92,57.40
"Office Supplies",2011-06-23,34,58.40
"Office Supplies",2011-06-24,62,58.77
"Office Supplies",2011-06-25,17,57.57
"Office Supplies",2011-06-26,14,57.33
"Office Supplies",2011-06-27,78,57.73
"Office Supplies",2011-06-28,54,57.27
"Office Supplies",2011-06-29,75,59.63
"Office Supplies",2011-06-30,90,61.10
"Office Supplies",2011-07-01,28,61.00
"Office Supplies",2011-07-02,17,58.77
"Office Supplies",2011-07-04,55,58.17
"Office Supplies",2011-07-05,70,57.57
"Office Supplies",2011-07-06,27,57.40
"Office Supplies",2011-07-07,19,57.87
"Office Supplies",2011-07-08,28,54.60
"Office Supplies",2011-07-09,43,51.50
"Office Supplies",2011-07-11,56,51.50
"Office Supplies",2011-07-12,79,51.07
"Office Supplies",2011-07-13,37,50.53
"Office Supplies",2011-07-14,33,50.63
"Office Supplies",2011-07-15,10,48.23
"Office Supplies",2011-07-16,36,47.87
"Office Supplies",2011-07-17,18,46.27
"Office Supplies",2011-07-18,49,46.93
"Office Supplies",2011-07-19,12,44.57
"Office Supplies",2011-07-20,81,46.37
"Office Supplies",2011-07-21,39,47.60
"Office Supplies",2011-07-22,44,45.77
